Ship Name,Origin,Declared Destination,Year,Captain,Cargo,Origin Lat,Origin Lon,Dest Lat,Dest Lon
Old Tom,Philadelphia,Norfolk,1803,Powers,,39.9527237,-75.1635262,36.8493695,-76.2899539
Pallas,Jamaica,Norfolk,1803,Frag,,18.1850507,-77.3947693,36.8493695,-76.2899539
Hope,Guadaloupe,Norfolk,1803,Hoyt,,26.9095819,-101.4333638,36.8493695,-76.2899539
Regolztor,Martinique,Norfolk,1803,Williams,,14.6113732,-60.9620777,36.8493695,-76.2899539
Fanny,Cape Francoise,Norfolk,1803,Barack,,19.7595236,-72.2008068,36.8493695,-76.2899539
Calisto,Cadiz,Norfolk,1803,Atkins,,36.5297438,-6.2928976,36.8493695,-76.2899539
Carpenter,Liverpool,Norfolk,1803,Simpson,,53.4071991,-2.99168,36.8493695,-76.2899539
Malvina,Liverpool,Norfolk,1803,Crab,,53.4071991,-2.99168,36.8493695,-76.2899539
Lydia,Boston,Norfolk,1803,Lobdill,,42.3554334,-71.060511,36.8493695,-76.2899539
Grand Sachem,New London,Norfolk,1803,Balles,,41.3556187,-72.0997804,36.8493695,-76.2899539
Favourite,Bourdeaux,Norfolk,1803,Fryer,,44.5867879,5.1342966,36.8493695,-76.2899539
Gurnern & Peggy,Havana,Norfolk,1803,,,23.135305,-82.3589631,36.8493695,-76.2899539
Maria,St. Croix,Norfolk,1803,Lewis,,17.729124,-64.7589156,36.8493695,-76.2899539
Julia,Cape Francoise,Norfolk,1803,Dabuee,,19.7595236,-72.2008068,36.8493695,-76.2899539
Scipio,Liverpool,Norfolk,1803,Houston,,53.4071991,-2.99168,36.8493695,-76.2899539
Octavia,Liverpool,Norfolk,1803,Keown,,53.4071991,-2.99168,36.8493695,-76.2899539
Molly,Norfolk,Boston,1803,Eldridge,,36.8493695,-76.2899539,42.3554334,-71.060511
Polly,Norfolk,Boston,1803,Crosby,,36.8493695,-76.2899539,42.3554334,-71.060511
Venus,Norfolk,West-Indies,1803,Clark,,36.8493695,-76.2899539,18.4,-75.0
Mary,Norfolk,Jamaica,1803,Young,,36.8493695,-76.2899539,18.1850507,-77.3947693
William Davis,Norfolk,Lisbon,1803,Finney,,36.8493695,-76.2899539,38.7077507,-9.1365919
Betsey & Jenny,Norfolk,Martinique,1803,Jameson,,36.8493695,-76.2899539,14.6113732,-60.9620777
Dolphin,Norfolk,Boston,1803,Philips,,36.8493695,-76.2899539,42.3554334,-71.060511
Betsy,Jamaica,Newbern,1803,Cox,,18.1850507,-77.3947693,36.1801885,-75.863769
Nine Sisters,Jamaica,Newbern,1803,,,18.1850507,-77.3947693,36.1801885,-75.863769
Cornelia,Havana,Savannah,1803,,,23.135305,-82.3589631,32.0790074,-81.0921335
New Jersey,Savannah,Bourdeaux,1803,,,32.0790074,-81.0921335,44.5867879,5.1342966
Heart of Oak,Cadiz,Boston,1803,Jackson,,36.5297438,-6.2928976,42.3554334,-71.060511
San Thomas,Havana,Boston,1803,,"230 hhds. molasses, of the new crop; a few boxes white and brown Havanna sugar; 10 tons logwood",23.135305,-82.3589631,42.3554334,-71.060511
Friendship,London,Boston,1803,Glover,,51.5074456,-0.1277653,42.3554334,-71.060511
Venus,Windsor,Boston,1803,Haley,,42.2858536,-82.9780695,42.3554334,-71.060511
Margery,Windsor,Boston,1803,Rider,,42.2858536,-82.9780695,42.3554334,-71.060511
Orlando,Lisbon,Boston,1803,Sayward,,38.7077507,-9.1365919,42.3554334,-71.060511
John Adams,Boston,Liverpool,1803,Wood,,42.3554334,-71.060511,53.4071991,-2.99168
Swallow,Gloucester,Boston,1803,Millet,,51.8653705,-2.2458192,42.3554334,-71.060511
Sally,Plymouth,Boston,1803,Robbins,,50.3714122,-4.1424451,42.3554334,-71.060511
Columbia,Charleston,Boston,1803,Jenkins,,32.7884363,-79.9399309,42.3554334,-71.060511
Hero,Baltimore,Boston,1803,Brayton,,39.2908816,-76.610759,42.3554334,-71.060511
Ranger,Salem,Boston,1803,Byrne,,42.5195292,-70.8967226,42.3554334,-71.060511
Peggy,Baltimore,Boston,1803,Curtis,,39.2908816,-76.610759,42.3554334,-71.060511
Harriot,Baltimore,Boston,1803,Nash,,39.2908816,-76.610759,42.3554334,-71.060511
Peggy,Gloucester,Boston,1803,Pelham,,51.8653705,-2.2458192,42.3554334,-71.060511
Hunter,Portland,Boston,1803,Oxnard,,43.6573605,-70.2586618,42.3554334,-71.060511
Thetis,New London,Boston,1803,Harris,,41.3556187,-72.0997804,42.3554334,-71.060511
Minerva,Boston,Demerara,1803,Paine,,42.3554334,-71.060511,5.6294891,-58.3937764
Harmony,Boston,West-Indies,1803,Adams,,42.3554334,-71.060511,18.4,-75.0
William,Boston,West-Indies,1803,Pilsbury,,42.3554334,-71.060511,18.4,-75.0
Patty,Boston,Guadaloupe,1803,Lewis,,42.3554334,-71.060511,26.9095819,-101.4333638
Farmer,Wilmington,Boston,1803,,,39.7459468,-75.546589,42.3554334,-71.060511
Harriet,Martinique,Salem,1803,,,14.6113732,-60.9620777,42.5195292,-70.8967226
Caroline,Martinique,Plymouth,1803,Holmes,,14.6113732,-60.9620777,50.3714122,-4.1424451
Aurora,Lisbon,Plymouth,1803,E. Finney,,38.7077507,-9.1365919,50.3714122,-4.1424451
Betsey,Plymouth,West-Indies,1803,L. Lucas,,50.3714122,-4.1424451,18.4,-75.0
Alert,Guadaloupe,Philadelphia,1803,,,26.9095819,-101.4333638,39.9527237,-75.1635262
Hannah,Salem,Philadelphia,1803,,,42.5195292,-70.8967226,39.9527237,-75.1635262
Isabella,St. Croix,Philadelphia,1803,,,17.729124,-64.7589156,39.9527237,-75.1635262
Phebe,Jamaica,Newbern,1803,,,18.1850507,-77.3947693,36.1801885,-75.863769
John Ellis,Barbadoes,Newbern,1803,,,13.1500331,-59.5250305,36.1801885,-75.863769
United States,Liverpool,Alexandria,1803,,,53.4071991,-2.99168,31.1991806,29.8951716
Hero,Liverpool,Alexandria,1803,,,53.4071991,-2.99168,31.1991806,29.8951716
Evelina,Jamaica,Alexandria,1803,,,18.1850507,-77.3947693,31.1991806,29.8951716
Glory,Alexandria,Barbadoes,1803,,,31.1991806,29.8951716,13.1500331,-59.5250305
Sally,Windsor,Boston,1803,M'Gray,,42.2858536,-82.9780695,42.3554334,-71.060511
John,Amsterdam,Boston,1803,,gin; linseed oil,52.3730796,4.8924534,42.3554334,-71.060511
Mary,Rotterdam,Boston,1803,Hoyt,,51.9244424,4.47775,42.3554334,-71.060511
Seine,Boston,Amsterdam,1803,Nichols,,42.3554334,-71.060511,52.3730796,4.8924534
Venus,Boston,Windsor,1803,Haley,,42.3554334,-71.060511,42.2858536,-82.9780695
Slep Sally,Boston,Windsor,1803,Magray,,42.3554334,-71.060511,42.2858536,-82.9780695
Victory,Boston,Yarmouth,1803,Smith,,42.3554334,-71.060511,52.6071742,1.7314845
William,Barbadoes,New London,1803,Forsyth,,13.1500331,-59.5250305,41.3556187,-72.0997804
James,Barbadoes,New London,1803,Elmore,,13.1500331,-59.5250305,41.3556187,-72.0997804
Ontario,St. Croix,New London,1803,Stillman,,17.729124,-64.7589156,41.3556187,-72.0997804
Friendship,St. Croix,New York,1803,Goodrich,,17.729124,-64.7589156,40.7127281,-74.0060152
Connecticut,Boston,Philadelphia,1803,Crosby,,42.3554334,-71.060511,39.9527237,-75.1635262
Mac,Liverpool,Charleston,1803,,,53.4071991,-2.99168,32.7884363,-79.9399309
Eleanor,Savannah,Boston,1803,Hodgkins,,32.0790074,-81.0921335,42.3554334,-71.060511
Indru[…],Windsor,Boston,1803,Cook,,42.2858536,-82.9780695,42.3554334,-71.060511
Eliza,Norfolk,Boston,1803,Doane,,36.8493695,-76.2899539,42.3554334,-71.060511
Cook,Baltimore,Boston,1803,,,39.2908816,-76.610759,42.3554334,-71.060511
Fairplay,Charleston,Boston,1803,,,32.7884363,-79.9399309,42.3554334,-71.060511
Rebecca,Liverpool,Boston,1803,Folansbee,,53.4071991,-2.99168,42.3554334,-71.060511
Galbraith,Jamaica,Boston,1803,Anderson,,18.1850507,-77.3947693,42.3554334,-71.060511
Minerva,Richmond,Boston,1803,Lewis,,37.5385087,-77.43428,42.3554334,-71.060511
Fairplay,Charleston,Boston,1803,Keen,,32.7884363,-79.9399309,42.3554334,-71.060511
Sally,Salem,Boston,1803,Sbeban,,42.5195292,-70.8967226,42.3554334,-71.060511
Favorite,Baltimore,Boston,1803,Culley,,39.2908816,-76.610759,42.3554334,-71.060511
William,Portsmouth,Boston,1803,Morvell,,50.800031,-1.0906023,42.3554334,-71.060511
Rover,Richmond,Boston,1803,Luce,,37.5385087,-77.43428,42.3554334,-71.060511
Lucy,Philadelphia,Boston,1803,Saville,,39.9527237,-75.1635262,42.3554334,-71.060511
Fancy,Plymouth,Boston,1803,Curtis,,50.3714122,-4.1424451,42.3554334,-71.060511
Eliza Ann,New Haven,Boston,1803,Collis,,41.3082138,-72.9250518,42.3554334,-71.060511
Friendship,Richmond,Boston,1803,Snow,"fresh superfine Galligo flour, from new wheat; Virginia coals; wheat bran",37.5385087,-77.43428,42.3554334,-71.060511
Atlantic,Charleston,Boston,1803,West,,32.7884363,-79.9399309,42.3554334,-71.060511
Hero,New York,Boston,1803,Robinson,,40.7127281,-74.0060152,42.3554334,-71.060511
Eliza,Norfolk,Boston,1803,Dole,,36.8493695,-76.2899539,42.3554334,-71.060511
Active,Philadelphia,Boston,1803,York,,39.9527237,-75.1635262,42.3554334,-71.060511
Unicorn,Baltimore,Boston,1803,Cook,,39.2908816,-76.610759,42.3554334,-71.060511
Industry,New York,Boston,1803,Collier,,40.7127281,-74.0060152,42.3554334,-71.060511
Columbia,Baltimore,Boston,1803,Donnison,,39.2908816,-76.610759,42.3554334,-71.060511
Success,New Haven,Boston,1803,Pardce,,41.3082138,-72.9250518,42.3554334,-71.060511
Hero,New York,Boston,1803,Sampson,,40.7127281,-74.0060152,42.3554334,-71.060511
Margery,Boston,Halifax,1803,Rider,,42.3554334,-71.060511,44.648618,-63.5859487
Sally,Liverpool,New York,1803,,,53.4071991,-2.99168,40.7127281,-74.0060152
Venus,St. Johns,New York,1803,,,56.6922843,-60.9373185,40.7127281,-74.0060152
Aspasia,Trinidad,New York,1803,,,10.4430243,-61.2613054,40.7127281,-74.0060152
Hector,Jamaica,New York,1803,,,18.1850507,-77.3947693,40.7127281,-74.0060152
Pilgrim,Yarmouth,New York,1803,,,52.6071742,1.7314845,40.7127281,-74.0060152
Abigail,Barbadoes,New York,1803,,,13.1500331,-59.5250305,40.7127281,-74.0060152
Dispatch,Norfolk,New York,1803,Sharp,,36.8493695,-76.2899539,40.7127281,-74.0060152
Draper,Greenock,New York,1803,,,55.9473423,-4.7564721,40.7127281,-74.0060152
Rover (of Newburyport),New Orleans,New York,1803,,,29.9759983,-90.0782127,40.7127281,-74.0060152
Ranger,Windsor,New York,1803,,,42.2858536,-82.9780695,40.7127281,-74.0060152
Linne[…],St. Johns,New York,1803,,,56.6922843,-60.9373185,40.7127281,-74.0060152
William,Halifax,New York,1803,,,44.648618,-63.5859487,40.7127281,-74.0060152
Roebuck,Liverpool,Philadelphia,1803,,,53.4071991,-2.99168,39.9527237,-75.1635262
Jane,Portland,Philadelphia,1803,,,43.6573605,-70.2586618,39.9527237,-75.1635262
Aurora,Havana,Charleston,1803,,,23.135305,-82.3589631,32.7884363,-79.9399309
Polly,Havana,Charleston,1803,,,23.135305,-82.3589631,32.7884363,-79.9399309
Three Sisters,Charleston,Bourdeaux,1803,,,32.7884363,-79.9399309,44.5867879,5.1342966
Isabella,London,Charleston,1803,Green,,51.5074456,-0.1277653,32.7884363,-79.9399309
Diana & Fame,Greenock,Charleston,1803,,,55.9473423,-4.7564721,32.7884363,-79.9399309
Two Friends,London,Charleston,1803,,,51.5074456,-0.1277653,32.7884363,-79.9399309
Ir[…]elendo,London,Charleston,1803,,,51.5074456,-0.1277653,32.7884363,-79.9399309
Tippoo Saib,London,Charleston,1803,,,51.5074456,-0.1277653,32.7884363,-79.9399309
Mary Ann,Greenock,Charleston,1803,,,55.9473423,-4.7564721,32.7884363,-79.9399309
Aurora,Havana,Charleston,1803,,,23.135305,-82.3589631,32.7884363,-79.9399309
Federal,Cape Francoise,Charleston,1803,,,19.7595236,-72.2008068,32.7884363,-79.9399309
Missisippi,Liverpool,Savannah,1803,,,53.4071991,-2.99168,32.0790074,-81.0921335
Nercury,Amsterdam,Boston,1803,Porter,,52.3730796,4.8924534,42.3554334,-71.060511
Nancies,London,Boston,1803,Howland,,51.5074456,-0.1277653,42.3554334,-71.060511
Sally,Guadaloupe,Boston,1803,Rapall,120 hhds. molasses,26.9095819,-101.4333638,42.3554334,-71.060511
Levant,Savannah,Boston,1803,Davidson,,32.0790074,-81.0921335,42.3554334,-71.060511
hero,Charleston,Boston,1803,Nowell,,32.7884363,-79.9399309,42.3554334,-71.060511
Mary,Lisbon,Boston,1803,Hills,,38.7077507,-9.1365919,42.3554334,-71.060511
Little John,St. Croix,Boston,1803,Baker,,17.729124,-64.7589156,42.3554334,-71.060511
Anna,Tobago,Boston,1803,Wyman,,11.2404615,-60.672006,42.3554334,-71.060511
Thomas Jefferson,Trinidad,Boston,1803,Eliot,30 hhd. Trindard sugars; 10 hhd. Trindard molasses,10.4430243,-61.2613054,42.3554334,-71.060511
Columbia,Lisbon,Boston,1803,Appleton,,38.7077507,-9.1365919,42.3554334,-71.060511
Mary-Ann,Havana,Boston,1803,Rolando,,23.135305,-82.3589631,42.3554334,-71.060511
Peace,Havana,Boston,1803,,200 hhds. Havana molasses,23.135305,-82.3589631,42.3554334,-71.060511
Neptune,Havana,Boston,1803,,,23.135305,-82.3589631,42.3554334,-71.060511
Columbia,Alexandria,Boston,1803,Howland,,31.1991806,29.8951716,42.3554334,-71.060511
Union,Wilmington,Boston,1803,Chever,,39.7459468,-75.546589,42.3554334,-71.060511
Gen. Know,Portland,Boston,1803,M' Lellan,,43.6573605,-70.2586618,42.3554334,-71.060511
Dinah,Norfolk,Boston,1803,Buck,,36.8493695,-76.2899539,42.3554334,-71.060511
Shepherdess,Charleston,Boston,1803,Swift,,32.7884363,-79.9399309,42.3554334,-71.060511
Packet,Boston,Liverpool,1803,Trott,,42.3554334,-71.060511,53.4071991,-2.99168
Hannah,Boston,Demerara,1803,Earley,,42.3554334,-71.060511,5.6294891,-58.3937764
Saucy Jack,Boston,West-Indies,1803,Appleton,,42.3554334,-71.060511,18.4,-75.0
Industry,Boston,Windsor,1803,Cook,,42.3554334,-71.060511,42.2858536,-82.9780695
Sally and Betsey,Boston,West-Indies,1803,Ingersoll,,42.3554334,-71.060511,18.4,-75.0
William-Davis,Norfolk,Plymouth,1803,Finney,,36.8493695,-76.2899539,50.3714122,-4.1424451
Miles Standish,Plymouth,Lisbon,1803,S. Davie,,50.3714122,-4.1424451,38.7077507,-9.1365919
Lucy,Plymouth,West-Indies,1803,E. Finney,,50.3714122,-4.1424451,18.4,-75.0
Onion,Liverpool,New York,1803,,,53.4071991,-2.99168,40.7127281,-74.0060152
Brothers,London,Philadelphia,1803,,,51.5074456,-0.1277653,39.9527237,-75.1635262
Shepherdess,Boston,Baltimore,1803,,,42.3554334,-71.060511,39.2908816,-76.610759
Venelia,Boston,Baltimore,1803,,,42.3554334,-71.060511,39.2908816,-76.610759
Mary,St. Johns,Baltimore,1803,,,56.6922843,-60.9373185,39.2908816,-76.610759
Rainbow,Windsor,Baltimore,1803,,,42.2858536,-82.9780695,39.2908816,-76.610759
Joseph,Madeira,Charleston,1803,,,32.7517501,-16.9817487,32.7884363,-79.9399309
Jane,Lisbon,Boston,1803,Lombard,,38.7077507,-9.1365919,42.3554334,-71.060511
Two Brothers,Windsor,Boston,1803,Clements,,42.2858536,-82.9780695,42.3554334,-71.060511
Betsey,Windsor,Boston,1803,Perry,150 bbls. Baltimore fine and superfine flour; 115 bbls. x brand flour,42.2858536,-82.9780695,42.3554334,-71.060511
Armisted,New Orleans,Boston,1803,Pedro Gonzales Vilamil,,29.9759983,-90.0782127,42.3554334,-71.060511
Ranger,Salem,Boston,1803,Byrne,,42.5195292,-70.8967226,42.3554334,-71.060511
Caroline,Portsmouth,Boston,1803,Clark,,50.800031,-1.0906023,42.3554334,-71.060511
Galen,Boston,London,1803,Hinckley,,42.3554334,-71.060511,51.5074456,-0.1277653
St. Thomas,Boston,Havana,1803,Augere,,42.3554334,-71.060511,23.135305,-82.3589631
Liberty,Boston,Tobago,1803,Thomas,,42.3554334,-71.060511,11.2404615,-60.672006
Lanzarotte,Boston,Havana,1803,Gandulio,,42.3554334,-71.060511,23.135305,-82.3589631
Dispatch,New York,Boston,1803,Marshall,,40.7127281,-74.0060152,42.3554334,-71.060511
Ball[…],Jamaica,Norfolk,1803,Langdon,,18.1850507,-77.3947693,36.8493695,-76.2899539
M[…],Norfolk,Tobago,1803,Bland,,36.8493695,-76.2899539,11.2404615,-60.672006
Sally,Norfolk,Jamaica,1803,,,36.8493695,-76.2899539,18.1850507,-77.3947693
Brutus,Liverpool,Boston,1803,Southworth,"a quantity Liverpool salt, of an excellent quality",53.4071991,-2.99168,42.3554334,-71.060511
Dispatch,Savannah,Boston,1803,Adams,,32.0790074,-81.0921335,42.3554334,-71.060511
Venus,Windsor,Boston,1803,,,42.2858536,-82.9780695,42.3554334,-71.060511
Mahala,Windsor,Boston,1803,,,42.2858536,-82.9780695,42.3554334,-71.060511
Julian,Jamaica,Boston,1803,Pike,,18.1850507,-77.3947693,42.3554334,-71.060511
Harriot,Trinidad,Boston,1803,Rice,,10.4430243,-61.2613054,42.3554334,-71.060511
President,Martinique,Boston,1803,Mead,,14.6113732,-60.9620777,42.3554334,-71.060511
General Washington,Bourdeaux,Boston,1803,Roberts,,44.5867879,5.1342966,42.3554334,-71.060511
Success,St. Croix,Boston,1803,Allen,,17.729124,-64.7589156,42.3554334,-71.060511
Washington,Lisbon,Boston,1803,Davis,"150 boxes Lemons; a quantity of salt, with a few bags of feathers",38.7077507,-9.1365919,42.3554334,-71.060511
Polly,Plymouth,Boston,1803,Holbrook,,50.3714122,-4.1424451,42.3554334,-71.060511
Hazard,Alexandria,Boston,1803,Luce,,31.1991806,29.8951716,42.3554334,-71.060511
Lydia,Richmond,Boston,1803,Lobdell,,37.5385087,-77.43428,42.3554334,-71.060511
Mary,New Haven,Boston,1803,Nichols,,41.3082138,-72.9250518,42.3554334,-71.060511
Swallow,Gloucester,Boston,1803,Millet,,51.8653705,-2.2458192,42.3554334,-71.060511
Ethan Allen,Baltimore,Boston,1803,Copeland,,39.2908816,-76.610759,42.3554334,-71.060511
friendship,Gloucester,Boston,1803,Story,,51.8653705,-2.2458192,42.3554334,-71.060511
Rebecca,Baltimore,Boston,1803,Ois,,39.2908816,-76.610759,42.3554334,-71.060511
Madison,Boston,Havana,1803,Russell,,42.3554334,-71.060511,23.135305,-82.3589631
Two Brothers,Boston,Windsor,1803,Clements,,42.3554334,-71.060511,42.2858536,-82.9780695
Rambler,Boston,Amsterdam,1803,Hills,,42.3554334,-71.060511,52.3730796,4.8924534
betsey,Boston,Windsor,1803,Party,,42.3554334,-71.060511,42.2858536,-82.9780695
Nancy,St. Thomas,Salem,1803,Williams,,18.3429081,-64.9188997,42.5195292,-70.8967226
Freedom,Lisbon,Salem,1803,Keith,,38.7077507,-9.1365919,42.5195292,-70.8967226
Nancy,Guadaloupe,Gloucester,1803,Babson,,26.9095819,-101.4333638,51.8653705,-2.2458192
Fame,Guadaloupe,Gloucester,1803,Knights,,26.9095819,-101.4333638,51.8653705,-2.2458192
Two Brothers,St. Croix,Boston,1803,Wheelwright,,17.729124,-64.7589156,42.3554334,-71.060511
Mary,Martinique,Boston,1803,Freeman,,14.6113732,-60.9620777,42.3554334,-71.060511
Paulina,Trinidad,Boston,1803,Googins,53 hhds. sugar; 14 hhds. molasses,10.4430243,-61.2613054,42.3554334,-71.060511
Francis and Eliza,Cape Francoise,Boston,1803,Sprague,,19.7595236,-72.2008068,42.3554334,-71.060511
Jeremiah,Martinique,Boston,1803,M' Cumber,,14.6113732,-60.9620777,42.3554334,-71.060511
Superb,Liverpool,Boston,1803,Hammond,,53.4071991,-2.99168,42.3554334,-71.060511
Orange,Windsor,Boston,1803,Hobbs,,42.2858536,-82.9780695,42.3554334,-71.060511
Sally,Windsor,Boston,1803,M' Gray,,42.2858536,-82.9780695,42.3554334,-71.060511
Nancy,Liverpool,Boston,1803,Ward,,53.4071991,-2.99168,42.3554334,-71.060511
Mary,Halifax,Boston,1803,Huxford,,44.648618,-63.5859487,42.3554334,-71.060511
Joseph and Lois,Windsor,Boston,1803,Bane,,42.2858536,-82.9780695,42.3554334,-71.060511
St. John the Baptist,Havana,Boston,1803,,315 hogsheads molasses,23.135305,-82.3589631,42.3554334,-71.060511
Paragou,Havana,Boston,1803,Weaver,,23.135305,-82.3589631,42.3554334,-71.060511
Two Pollys,Alexandria,Boston,1803,M Lauthlen,,31.1991806,29.8951716,42.3554334,-71.060511
Mary Ann,Baltimore,Boston,1803,Edmunds,,39.2908816,-76.610759,42.3554334,-71.060511
Almira,Norfolk,Boston,1803,Tibbets,,36.8493695,-76.2899539,42.3554334,-71.060511
Sally,Alexandria,Boston,1803,Baxter,,31.1991806,29.8951716,42.3554334,-71.060511
Polly,Baltimore,Boston,1803,Smith,,39.2908816,-76.610759,42.3554334,-71.060511
Fox,Gloucester,Boston,1803,Cox,,51.8653705,-2.2458192,42.3554334,-71.060511
Harmony,Alexandria,Boston,1803,Toby,,31.1991806,29.8951716,42.3554334,-71.060511
Doris,Boston,Martinique,1803,Eldridge,,42.3554334,-71.060511,14.6113732,-60.9620777
Venus,Boston,Windsor,1803,Haley,,42.3554334,-71.060511,42.2858536,-82.9780695
Sally,Boston,Windsor,1803,Magray,,42.3554334,-71.060511,42.2858536,-82.9780695
Dolphin,St. Croix,Philadelphia,1803,Mitchell,,17.729124,-64.7589156,39.9527237,-75.1635262
Argo,Barbadoes,Philadelphia,1803,White,,13.1500331,-59.5250305,39.9527237,-75.1635262
Industry,St. Croix,Philadelphia,1803,Green,,17.729124,-64.7589156,39.9527237,-75.1635262
Belisarius,Philadelphia,Boston,1803,Colby,,39.9527237,-75.1635262,42.3554334,-71.060511
Mercury,New Orleans,Wilmington,1803,Teal,,29.9759983,-90.0782127,39.7459468,-75.546589
Concord,St. Croix,Wilmington,1803,Sharp,,17.729124,-64.7589156,39.7459468,-75.546589
St. Domingo Packet,St. Croix,Wilmington,1803,Decosta,,17.729124,-64.7589156,39.7459468,-75.546589
Rose,Jamaica,Boston,1803,Clark,,18.1850507,-77.3947693,42.3554334,-71.060511
Cryus Dagget,Jamaica,Boston,1803,,,18.1850507,-77.3947693,42.3554334,-71.060511
Mary,Tobago,Boston,1803,Tabor,,11.2404615,-60.672006,42.3554334,-71.060511
Salem,Havana,Boston,1803,Nickerson,,23.135305,-82.3589631,42.3554334,-71.060511
Dolphin,Gloucester,Boston,1803,Tucker,,51.8653705,-2.2458192,42.3554334,-71.060511
Rambler,Savannah,Boston,1803,Pitcher,,32.0790074,-81.0921335,42.3554334,-71.060511
Genknox,Portland,Boston,1803,M' Lellan,,43.6573605,-70.2586618,42.3554334,-71.060511
Sally,Salem,Boston,1803,Shehan,,42.5195292,-70.8967226,42.3554334,-71.060511
Hope,Portsmouth,Boston,1803,Huntress,,50.800031,-1.0906023,42.3554334,-71.060511
Geo. Washington,New York,Boston,1803,Sturgis,,40.7127281,-74.0060152,42.3554334,-71.060511
Mercury,Charleston,Boston,1803,Wicks,,32.7884363,-79.9399309,42.3554334,-71.060511
Minerva,Boston,London,1803,Clement,,42.3554334,-71.060511,51.5074456,-0.1277653
Sally,Boston,West-Indies,1803,Shute,,42.3554334,-71.060511,18.4,-75.0
Anne,Boston,Martinique,1803,Wyman,,42.3554334,-71.060511,14.6113732,-60.9620777
Vandyck,Boston,Martinique,1803,Adamson,,42.3554334,-71.060511,14.6113732,-60.9620777
Adventure,Boston,Halifax,1803,Frost,,42.3554334,-71.060511,44.648618,-63.5859487
Orange,Boston,Windsor,1803,Hobs,,42.3554334,-71.060511,42.2858536,-82.9780695
George,New Bedford,New York,1803,Taber,,41.6362152,-70.934205,40.7127281,-74.0060152
Milford,St. Croix,Philadelphia,1803,Oliver,,17.729124,-64.7589156,39.9527237,-75.1635262
Neptune,Jamaica,Philadelphia,1803,,,18.1850507,-77.3947693,39.9527237,-75.1635262
Sukey,New Orleans,Philadelphia,1803,Lewis,,29.9759983,-90.0782127,39.9527237,-75.1635262
Adventure,New Orleans,Philadelphia,1803,,,29.9759983,-90.0782127,39.9527237,-75.1635262
Active,Philadelphia,Boston,1803,Lewis,,39.9527237,-75.1635262,42.3554334,-71.060511
Petaplco,Amsterdam,Baltimore,1803,Mezick,,52.3730796,4.8924534,39.2908816,-76.610759
Diand,Amsterdam,Baltimore,1803,Adams,,52.3730796,4.8924534,39.2908816,-76.610759
Sally,Amsterdam,Baltimore,1803,Mull,,52.3730796,4.8924534,39.2908816,-76.610759
Fame,Norfolk,Barbadoes,1803,Drummond,,36.8493695,-76.2899539,13.1500331,-59.5250305
Rutus,Liverpool,Savannah,1803,[…]land,,53.4071991,-2.99168,32.0790074,-81.0921335
Beaver,Jamaica,Savannah,1803,Lithgow,,18.1850507,-77.3947693,32.0790074,-81.0921335
Little Sally,Havana,Savannah,1803,Allen,,23.135305,-82.3589631,32.0790074,-81.0921335
Parragon,Jamaica,Savannah,1803,Wattles,,18.1850507,-77.3947693,32.0790074,-81.0921335
Maria R[…]mdel,Martinique,Savannah,1803,,,14.6113732,-60.9620777,32.0790074,-81.0921335
Oliver,Savannah,Liverpool,1803,[…]tan,,32.0790074,-81.0921335,53.4071991,-2.99168
Diana,Liverpool,Boston,1803,Noble,salt,53.4071991,-2.99168,42.3554334,-71.060511
Sally,St. Johns,Boston,1803,Jacksen,,56.6922843,-60.9373185,42.3554334,-71.060511
Fancy,Windsor,Boston,1803,Finch,,42.2858536,-82.9780695,42.3554334,-71.060511
Snake,St. Johns,Boston,1803,Cochran,,56.6922843,-60.9373185,42.3554334,-71.060511
Betsey,Tobago,Boston,1803,Kempton,70 hhds. Tobago rum,11.2404615,-60.672006,42.3554334,-71.060511
Joseph and Lois,Boston,Yarmouth,1803,Bain,,42.3554334,-71.060511,52.6071742,1.7314845
Phenix,Boston,West-Indies,1803,Kingsbury,,42.3554334,-71.060511,18.4,-75.0
Mary,New Bedford,New York,1803,Robinson,,41.6362152,-70.934205,40.7127281,-74.0060152
Lark,Havana,Philadelphia,1803,Helms,,23.135305,-82.3589631,39.9527237,-75.1635262
Gardner,London,Norfolk,1803,Charlton,,51.5074456,-0.1277653,36.8493695,-76.2899539
Aurora,Charleston,Bourdeaux,1803,Jewey,,32.7884363,-79.9399309,44.5867879,5.1342966
Virginia,Cape Francoise,Savannah,1803,,,19.7595236,-72.2008068,32.0790074,-81.0921335
Minerva,Savannah,Liverpool,1803,,,32.0790074,-81.0921335,53.4071991,-2.99168
Recompence,Havana,Boston,1803,Marietta,,23.135305,-82.3589631,42.3554334,-71.060511
Peggy,Liverpool,Boston,1803,Small,salt,53.4071991,-2.99168,42.3554334,-71.060511
Mahala Windsor,Liverpool,Boston,1803,Windsor,salt,53.4071991,-2.99168,42.3554334,-71.060511
Mary,Cadiz,Boston,1803,Hill,,36.5297438,-6.2928976,42.3554334,-71.060511
Two Sisters,Martinico,Boston,1803,Bruce,,46.1244198,9.2770489,42.3554334,-71.060511
Farmer,Havana,Boston,1803,Brinley,50 boxes brown sugar; 25 boxes white sugar; 100 hhds. molasses; 2 hhds. honey; 30 demijohns honey small quantity; Gutalmala indigo,23.135305,-82.3589631,42.3554334,-71.060511
Tarantula,Demerara,Boston,1803,Taylor,rum,5.6294891,-58.3937764,42.3554334,-71.060511
